year,state_abbr,geoid,dvote,rvote,ovote,totalvote,dem_margin,power,voting_power
2016,CA,06078,145850.0,65134.0,0.0,210984.0,38.25692943540742,0.018932469572027204,0.0004948768720185079
2016,CA,06079,114080.0,60827.0,0.0,174907.0,30.44646583613006,0.018932469572027204,0.0006218281515472484
2016,CA,06080,108655.0,30917.0,0.0,139572.0,55.69741782019316,0.018932469572027204,0.00033991646853623466
2016,CO,08001,17474.0,11154.0,0.0,28628.0,22.076288947883192,0.0033550329734778972,0.0001519744999441855
2016,CO,08002,34422.0,12550.0,0.0,46972.0,46.563910414715146,0.0033550329734778972,7.205221691212683e-05
2016,CO,08003,22016.0,19892.0,0.0,41908.0,5.068244726543858,0.0033550329734778972,0.0006619713834864017
2016,CO,08004,25224.0,7577.0,0.0,32801.0,53.80018901862748,0.0033550329734778972,6.236098858902278e-05
2016,CO,08005,26130.0,7668.0,0.0,33798.0,54.62453399609445,0.0033550329734778972,6.141989190640557e-05
2016,CO,08006,32624.0,0.0,0.0,32624.0,100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08007,28557.0,0.0,0.0,28557.0,100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08008,38101.0,6822.0,0.0,44923.0,69.62803018498319,0.0033550329734778972,4.818509104112906e-05
2016,CO,08009,25709.0,13328.0,0.0,39037.0,31.716064246740274,0.0033550329734778972,0.0001057833956753547
2016,CO,08010,35984.0,0.0,0.0,35984.0,100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08011,25327.0,16749.0,0.0,42076.0,20.386918908641505,0.0033550329734778972,0.00016456792654704594
2016,CO,08012,29663.0,15906.0,0.0,45569.0,30.189383133270425,0.0033550329734778972,0.00011113287604013542
2016,CO,08013,34114.0,0.0,0.0,34114.0,100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08014,12077.0,31766.0,0.0,43843.0,-44.90796706429761,0.0033550329734778972,7.470908154613817e-05
2016,CO,08015,11962.0,25239.0,0.0,37201.0,-35.689900809118036,0.0033550329734778972,9.4005107815283e-05
2016,CO,08016,0.0,26225.0,10262.0,36487.0,-100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08017,11445.0,9613.0,2116.0,23174.0,7.905411236730819,0.0033550329734778972,0.00042439702034594316
2016,CO,08018,21145.0,15556.0,2972.0,39673.0,14.087666675068686,0.0033550329734778972,0.00023815391511323783
2016,CO,08019,10258.0,40011.0,0.0,50269.0,-59.187570868726255,0.0033550329734778972,5.668475533349928e-05
2016,CO,08020,12461.0,26517.0,2425.0,41403.0,-33.94923073207256,0.0033550329734778972,9.882500725733165e-05
2016,CO,08021,0.0,17358.0,7904.0,25262.0,-100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08022,0.0,26311.0,17207.0,43518.0,-100.0,0.0033550329734778972,3.355032973477897e-05
2016,CO,08023,23872.0,18850.0,0.0,42722.0,11.755067646645756,0.0033550329734778972,0.00028541162623043156
2016,CO,08024,24103.0,18191.0,0.0,42294.0,13.978342081619141,0.0033550329734778972,0.00024001651654308897
2016,CO,08025,24381.0,26232.0,0.0,50613.0,-3.657163179420307,0.0033550329734778972,0.0009173867308840454
2016,CO,08026,22442.0,14498.0,0.0,36940.0,21.505143475906877,0.0033550329734778972,0.00015601072260860212
2016,CO,08027,20098.0,26554.0,2966.0,49618.0,-13.011407150630818,0.0033550329734778972,0.0002578532002447744
2016,CO,08028,22431.0,14522.0,3402.0,40355.0,19.598562755544542,0.0033550329734778972,0.0001711877046968018
2016,CO,08029,21701.0,18072.0,0.0,39773.0,9.124280290649436,0.0033550329734778972,0.00036770384804115844
2016,CO,08030,15844.0,13395.0,0.0,29239.0,8.375799445945484,0.0033550329734778972,0.00040056271584940886
2016,CO,08031,18452.0,14861.0,0.0,33313.0,10.77957554108006,0.0033550329734778972,0.00031123980352400216
2016,CO,08032,15736.0,8710.0,0.0,24446.0,28.740898306471408,0.0033550329734778972,0.00011673375472479458
2016,CO,08033,25268.0,20197.0,2982.0,48447.0,10.467108386484199,0.0033550329734778972,0.00032053102438588777
2016,CO,08034,14865.0,13061.0,1802.0,29728.0,6.068353067814854,0.0033550329734778972,0.0005528737263611471
2016,CO,08035,20198.0,15660.0,0.0,35858.0,12.65547437113057,0.0033550329734778972,0.00026510527184435976
